Gene,t_0m_total_readcount_donor1_rep1,t_15m_total_readcount_donor1_rep1,t_30m_total_readcount_donor1_rep1,t_60m_total_readcount_donor1_rep1,t_90m_total_readcount_donor1_rep1,t_105m_total_readcount_donor1_rep1,t_120m_total_readcount_donor1_rep1,t_0m_total_readcount_donor1_rep2,t_15m_total_readcount_donor1_rep2,t_30m_total_readcount_donor1_rep2,t_60m_total_readcount_donor1_rep2,t_90m_total_readcount_donor1_rep2,t_105m_total_readcount_donor1_rep2,t_120m_total_readcount_donor1_rep2
ENSG00000162341,1688,1866,1715.25,1621,1626,2038,1918,1804.2857,1527,2487.7381,1483.5,2258,1812.5,2399
ENSG00000287725,561.5,577,496,410,415,501,548,528,391,666,474.5,598.5,432.5,616
ENSG00000284713,89,96,87,68,48,65.5,31,74,75,91,60,70,48,37
ENSG00000172927,141,148,159,110,106,121,64,111,99,235,104,101,109,116
ENSG00000174483,662,520,611,351,384,479,496.5,412,492,703,308,464,459,640
ENSG00000248746,0,2,0,0,0,0,0,1,2,0,0,0,1,0
ENSG00000173992,979,958,1183.5,730.5,646,905,752.5,839,895.5,1510.5,711.5,950,725,1047
ENSG00000239306,7661,6876.5,7165,5180.5,5752.5,7478.5,6327.5,6273.5,6596,8424.5,5402.5,7727,6255.5,8938
ENSG00000248643,5949.5,5266.3333,5483,3876.5,4546.5,5504,4895,4053,5162.5,5781.1667,3536,5655,4856.5,7221.8333
ENSG00000134824,26244.5,25067,25987,17745,17518.5,23522,19507.5,17924.5,22273,37270,14319.5,18982.1667,17148.3333,24624
ENSG00000167995,213752.6361,121444.8369,153269.0798,83925.1302,175680.6524,132262.8897,100770.7357,133980.0068,174191.7056,226444.7905,115174.5933,210819.1532,181340.4901,250142.2766
ENSG00000149503,2434.5,2364,2578,1689,1474,2174,1688,1918.5,2294,4346,1570.5,2059,1585,2163
ENSG00000175544,29,15,13,11,7,10,16,29,40,41,17,28,16,16.3333
ENSG00000110711,6401,5815,6630.5,4660.6667,3733,6407.5,5365,3975,4675.5,8194,3658.5333,4432,4382.5,5379
ENSG00000256349,573,404,486,286,375,403,381,337,399,608,247,375,368,518
ENSG00000175550,3914,3705,3808.5,2417,2094.5,3338,2501,2830,3670,6017.6667,1657,2865,2687,3749
ENSG00000175513,4,3,0,0,0,1,0,3,3,0,0,0,4,0
ENSG00000175467,6969,6183,7668,5193,4571,6765,5406,5236,5875,15211,3931,6375.5,5040,6677.5
ENSG00000175334,3675,2865,3240,1946,2486.5,2700.1667,2361,2363,3186.5,3354,2618,2915.6667,3090.0333,3847.5
ENSG00000175315,16,16,31,11,14,38,11,6,12,9,12,17,21,50
ENSG00000149131,17388,14312,16495.5,9395.5,9776,13592,12048.5,9224.5,14388.5,12041,8659,8968,9725.5,14997.5
ENSG00000172409,1196,1252,1069,829,749,993,862,1164,843,986,813,905,822,1071
ENSG00000156599,16668.3333,15124,16306.5,10714.1667,14060.5,16411.5,13825.8333,11027.8333,14302.3333,13421.5,10369,13464.3333,13596.8333,17348.3333
ENSG00000213593,6364.5,4959.5,5639,3497.5,4866.5,5055.5,4487.5,3968,5593.5,3947,3556,4792.5,5622.5,6830.5
ENSG00000288534,24127.1667,21604.1667,24315.1667,15818.8333,22065.1667,22889,18423,17171.8333,20399.8333,16081,16319.5,22134.5,20277.1667,23852.8333
ENSG00000133884,8779,7120,8159,4714,5764,6789.3333,5971.5,5119.8333,7819,8798,4221,5256.5,5822,8324
ENSG00000173825,18,9,12,4,3,11,8,11,7,15,0,0,4,7
ENSG00000126391,3144.5,3583,3253.3333,3638,2261.6667,3371,2438,3506,2781,9077,2962,3665,2359,3211
ENSG00000142186,8601.3333,7579,9073.5,5591.5,5334.5,9031.5,7113.5,4730.5,7189,12903,3942.5,5168,6000.5,8378
ENSG00000173465,1781.5,1724,1797.6667,1398,1204,1727,1215,1554,1559,4212,1186,1809,1127,1858.5
ENSG00000172830,1189.5,1234,1274.5,756,590,889,733,907,1053,2204,622,718,673,749
ENSG00000172613,718,668.5,686,505,324,431,427,647.5,651,1417,389,487,385.25,573
ENSG00000175463,395,374,388,281,204,364,254,364,310,914,202,437,299,480
ENSG00000172508,102,88,70,32,45,35,56,56,58,143,44,46,48,52
ENSG00000175634,3103,2869.5,2874.5,1779,1996.5,2657,2507.5,2229,2647,4470,1579,2255.5,2177,3180
ENSG00000149781,48237.5,46964.1667,50401.3333,34007.8333,30618.6667,48322.1667,40602,35547,38198,86487.85,24712.3333,36334,32467.1667,44892.1111
ENSG00000149761,1742.1667,1621.5,1719,1301.5,1053.5,1589.5,1349,1495,1446.25,3066,838,1363.5,1067,1758.5
ENSG00000110011,1205.5,1149,1276,643,622,1176,819,739,1153,1797.5,615,852.5,980,1321
ENSG00000173511,1258,1162,1213.5,954,702,1086,871,780,1110.6667,2383,755,829,754,1003
ENSG00000173486,1918.5,1530.5,1809,1201.5,1324,1781,1390.6667,1402.5,1649,2563,903,1911.5,1467.6667,1868
ENSG00000204710,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000014216,14851.5,14340.8333,15607.8333,11922.1667,9667,14198.8333,12253,10748.6667,12304,29071.5,8530,11145.5,10532,14211.5
ENSG00000014138,5189.3333,4328.5,4880.2,3057.5,3656,3538,3284.3333,3549,4194,5915.625,3233,3392,3269.5,4717
ENSG00000285816,7909.8333,6423.5,7441.5,5360.5,5721,6342.5,5405.3333,4562.5,5977,9151,4326,4778,5022.5,6814
ENSG00000149798,5584,4698,5309,4587,4117,5076,4042,3568,4445,8372,3566,3892.3333,3813,5046.5
ENSG00000173933,8556.1667,7894.1667,8095,5963.5,6667.5,7695,7073,6704.5,7551,6414.1667,6152,8561.5,7357,9825.8333
ENSG00000173715,82,49,68,45,71,53,40,83.75,55,116,57,96,88,54
ENSG00000173653,1387,1437,1502.5,1186.5,1033,1548,1210,1258,1376,2706,1094,1650,1214,1803
ENSG00000149489,153,121,134,111,129,181,116,111,117,471,65,133,125,202
ENSG00000166926,4,5,2,0,2,3,2,2,1,7,8,10,2,1
ENSG00000166927,4233,3445,4570,5463,9892,9831.5,7707,3118.5,3241,3361,6143,9381.8333,9334,11772.8333
ENSG00000166928,1219,695,776,719.5,1941,1907.5,1413,511,819,173,916,1254,1810,2147
ENSG00000156738,59,26,28,20,67,17,21,25,57,40,36,27,42,48
ENSG00000135378,945,680,801,606,1233,1056,985,763,900,1114,756,1401,1258.5,1528
ENSG00000060749,4541,3396,3926,1623,2795,2705,2551,2466.5,4020,1372,1798,2013,2809.5,3492
ENSG00000121690,187,123,135,84,105,118,73,125,148,29,136,134,114,114
ENSG00000176148,5736.1667,4454,4935,2565,4047.5,4323.5,3668.8333,3541.5,5002,4184.6667,2646,3527.5,4132.625,4903.3667
ENSG00000110422,27825,23216.5,26994.6667,17177,25612,28169,24587.5,19462,24417.5,12309,18159,24927.5,26904.5,33693
ENSG00000280204,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ENSG00000186660,14093.5,12433.5,13569,9086.5,11113.5,11916,9856,10068.5,13474,8198,10434,12092,11612.5,14298.5
ENSG00000255073,5783.5,4862.5,5578,3459.5,3845,4886,3900,3462.5,5254,4080,3721,4374,4203.5,5400
ENSG00000242689,157.5,162,186,105,128,89,141,144,170,84,107,215,112,173
ENSG00000110427,6,8,5,13,10,3,18,8,7,2,0,0,7,2
ENSG00000135387,37528,30630,35283.8333,18365.5,27968,28940.5,24649.5,20808.3333,31555,16590.5,17995,23337,26588.8333,33680.5
ENSG00000135372,5414,5087,5166.5,3355,3774,4559,3796,3486,4817,4358,2803,3952.5,3740,5135
ENSG00000134574,4892,4307,4194,2474.3333,2769,3308,2604,3181.1667,3796.5,4579,2321.5,2661.5,2574,3424
ENSG00000025434,46280.8333,41331,44954,25098.6667,24501.5,30955.5,27298.5,28616.6667,37854.3333,53238.5,18792,23635,24094,34792
ENSG00000110514,15713,14645.8333,17036.5,9231.4,9305,10477,9164.1667,10208.4667,13619,20208.3333,7697.5,8038.8333,8113.1667,10876
ENSG00000165915,7872,7749,7699,5514,4529,7247,6355,5913,6297.5,12737,3833,5670,5133,7059
ENSG00000213619,2393,2274.3333,2185.3333,1820,1682,2212.3333,1568.5,2129,1761.8333,3102,1725,2524.8333,1865,2142
ENSG00000133317,3,0,1,0,0,3,0,4,4,0,0,1,7,0
ENSG00000133321,311.5,188,249,89,180,189.5,138,169,212,235,145,140,178,219
ENSG00000133318,8310.5,7429,8490.5,5401,7894,7903.5,6219,6380,7417,3896,5875,7713,7915.5,9070
ENSG00000168005,1731,1813,1951,1220,956,1798,1493,1332,1750,3843,1061,1408,1327,2036
ENSG00000072518,13722.5,14204,16286.1667,11003.6667,10640,14120.6667,11102,10684,13692.5,24265,9114,12938.5,11641.5833,15097.6667
ENSG00000211450,1071,1234,1104,1057,891,1179,834,1282,852,1371,1174,1401,920,1239
ENSG00000254732,7004.6667,6037.1667,7003.1667,4782.3333,6298.1667,6442.5,5264.5,4992.8333,5557.3333,7564,4420,6284,5350.6667,6500.3333
ENSG00000198561,30675.3333,28062,30891,20942.1667,27560.2,28919,23674,23304,27187.5,22509.1667,22451.5,30299.3333,26250.5,31383.5
ENSG00000179292,0,3,4,1,0,9,2,2,4,1,0,3,0,0
ENSG00000174576,0,0,0,0,0,1,3,0,0,7,0,0,0,6
ENSG00000174516,1017,948,1065.5,654,715,1083,864,804.5,898.5,1675,422,674,712,891
ENSG00000254986,5589.1667,5038,5124.3333,4410.3333,4028.3333,5346.3333,4341.3333,3858.3333,4070,7754.3333,3407,4543.3333,3582.1667,5143.3333
ENSG00000149257,2431,2370,2571,1631.6667,1228,1799,1526,1584.5,1971,2926,1018,1418,1313,1837
ENSG00000166391,0,0,0,5,5,0,3,0,0,0,0,5,6,6
ENSG00000233802,0,1.5,0,0,0,0,0,0.5,0,0,0,0,0,0
ENSG00000178301,342,384,404,140,207,240,205,424.5,432,878,190,246,175,453
ENSG00000087884,673,578.6667,627.3333,322,511,345,421,511,737.5,821,394,446,484.3333,670.5
ENSG00000151365,10,18,7,14,15,7,3,11,10,0,11,21,5,27
ENSG00000118369,1282.5,1063,1190.5,785.5,1005,1567,1462.5,1113,967,2704.5,723,1378,1103,1829
ENSG00000165490,217,166,142,70,157,135,107,106.5,166,47,113,105,101,120
ENSG00000077616,73,69,46,29,64,46,42,31,74,23,60,59,75,71
ENSG00000165323,1,0,0,0,0,0,0,0,0,18,0,0,0,0
ENSG00000134640,1,0,0,4,0,0,1,0,0,11,9,0,2,0
ENSG00000165325,25,10,31,10,44,9,9,18,39,12,7,20,29,23
ENSG00000184276,0,1,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000225805,2,2,11,2,4,3,4,6,9,0,10,0,1,5
ENSG00000137522,2549,2225,2397,1827,1777,2227,1895.5,1914,2116,2000,1969,2381,1812.5,2399.5
ENSG00000137496,38735.8333,30679,37096.5,19325.5,26089,31428,27650,19120.5,30486.8333,40517,16288.5,19717,24353,33137.5
ENSG00000121691,3571,3206,3099,2098.3333,2958,3061,2392,2158,2643,1547,2074,2277,2570,3196
ENSG00000135373,4412,3782,4032,3000,5331,7213.3333,7286.5,3395.5,3694.5,1786,3522,5994.5,6797,10179
ENSG00000214756,915.5,765,667,600,545,636,601,996,783,873,1352,1018,593,824
ENSG00000204922,455,425,477,332,302,336,285,378,398,819,360,480,277,461
ENSG00000162188,1129,685.5,722.5,375,731.6667,849,819,738.25,881.6667,964,464,917,808,1097.5
ENSG00000162222,3709.5,2995.7,2924,1753,1951,2224.5,2079,2542,3402,2321.6167,2052,2377.5,2125,2976
ENSG00000168002,1556,1873,1430.5,1561,1291,1499,1015.5,2088,1407,1174,1535,2095.5,1528,2126
ENSG00000149476,6164.5,4240,5270.6667,3018,4672,4176.5,3462,3348,5382,9393.5,3012,4239,4088.5,5492
ENSG00000149483,9210.3333,7225.8333,7678.5,4458.5,5643,4612,3740,6082.5,6830,7128.6,4686,4847,4285.5,6006
ENSG00000187049,452.5,389,417,216,272,244,221,248,379,174,263,204,282,365
ENSG00000256591,3143.8333,2339.6667,2582.3333,1639.6667,2537.75,2466.5,2461.9167,2002.8333,3233,3371.1667,2062,2527.5,2997.6667,3730.7167
ENSG00000167985,3226.3333,2815.5,2969.9167,2061.5833,2398.8333,2931,2546.75,2132.25,3081.1667,1887.6667,2393.6667,2574,3202.3333,3694.5833
ENSG00000095587,21,15,23,11,4,11,29,10,20,27,3,12,14,35
ENSG00000077147,8967,9004.5,8565,7183,9130.5,8548,7227,10584.3333,8265.5,3871,8932,12137.5,8733,10613
ENSG00000155629,91398,84508.1667,89900.3333,60239.5,80232,95379,82115.5,62062.3333,79948.3333,73386,54798,73080.75,79073.3333,108384.5
ENSG00000187122,116,145,174,112,126,134,102,141,137,269,52,97,121,158
ENSG00000084207,17138.3333,12011.5,14880,8832.5,11676,14101.5,11449.5,7458,12117.3333,10567.5,6121.5,7887.5,10637,14372
ENSG00000167792,4179.6667,4154.5,4107.2,3202.5,3124,3935,3100.5,3531,3280.5,6314.5,2416,4247.5,3286,3988.5
ENSG00000006534,3182,3101.8333,3345.3333,2075.1667,1933,2703.5,2062,2257.5,2451.6667,5995,1485,2275,1824.5,2344
ENSG00000284922,216,156,165,88,142,166,136,128,212,257,131,153,137,135
ENSG00000284844,129,101,126,63,84,129,85,80,153,183,85,80,86,68
ENSG00000110203,32,26,19,5,30,29,31,8,25,40,12,19,34,23
ENSG00000110195,4,9,0,0,3,0,0,8,8,7,0,7,0,3
ENSG00000165457,12717.5,9278.5,10202,5523,6165,7529,6004,5837,9033.3333,9014.5,4292,4168,6063,8020
ENSG00000172890,11781.5,10593.6667,11715.8333,8081,8687,10943,9117,8392.5,8980.5,16029.5,6896,9136.5,8139,10665.1
ENSG00000244411,35.3333,19.5,51,20,12,1,12,29,29,63,27,4,17,13
ENSG00000241233,20.3333,28,53.25,12,19,3,7,8,33,30,16,0,4,18.5
ENSG00000254997,20,20,23,8,7,13,15,7,34,47,11,12,8,5
ENSG00000204572,0,1,5,5,0,1,0,2,0,8,0,0,0,9
ENSG00000110092,4668,4209,4766.5,3015,3381.5,4021.5,3014,3282.5,4477,5550,2955,3910.3333,3734.5,4104.5
ENSG00000168040,1572.5,1416,1188,835.5,589,1094,992,1334,1028.5,1669.5,647,1186,801,1169
ENSG00000131626,9736,8742.8333,10349.9333,5666.3333,7431.6667,8600.5,7301,5929.5,8680,7013.6333,5237,7085.5,7391.5238,9375.9167
ENSG00000085733,2065,1824.6667,1953.3333,1499.3333,1579.8333,2147.5,1655,1646,1850,2586,1419,2105,1806,2577.5
ENSG00000078124,2494,1989,2386,1428,1830,1667,1404,1931.5,2305,1784.0357,1888,2078.5,1980,2399
ENSG00000198488,0,0,0,0,0,1,0,0,0,2.5,0,0,0,0
ENSG00000149260,113,71,127,96,90,140,126,66,79,144,40,76,82,128.5
ENSG00000254550,2,0,1,0,2,3,2,0,0,3,0,0,0,0
ENSG00000137474,2561,2035.1667,2605.5,1900.5,2170.5,2673.5,2338,1498,1903,4082,1398,2217,2031,2808.8333
ENSG00000151348,6060,5628,5972,4484,5283,5673,4665.5,5042.5,5523,4452.5,4517.5,5264,5052,6509
ENSG00000085117,72215.2,82271.55,81292.1667,83187.9,65568.4333,101938.4167,75307.4929,73733.3595,61545.2262,152539.3929,64028,107692.9444,68851.3667,92743.8095
ENSG00000157570,196,133,184,112,86,189,121,157,183,256,59,115,106,158
ENSG00000019485,1028,934,1111,933,670,748,691,858,888,1479,962,778,661,799.5
ENSG00000181830,1674.5,1558,1595,1170,966,1446,1165,1215,1301,2312,932,1250,1116,1440
ENSG00000165458,10993,9962,11475.5,7888,7790,11308.5,8502.5,7383,8527,18289.5,5931.5,7983.5,7729.5,9872.5
ENSG00000168010,6361,5773.5,7125.5,4040.5,4171,4473,3884.3333,5038,5487.5,13173.5,4041,4454.5,4091,4838.5
ENSG00000175591,215,201,232,95,165,233,259,171,167,273,58,119,175,257
ENSG00000171631,6105,5443,5347,2297.5,2682,4245,4644,4363.5,5428.5,8226.7857,1855,2801,3436,6248.5
ENSG00000110237,279,241.5,306,189.5,178,225,219,179,251,675,150,159,143,174
ENSG00000137491,6659,6233,6944.5,4591,5161,6016.5,4279,4961,5710,8596,3406,4921,4544,5498
ENSG00000261594,26,32,20,22,11,38,32,12,37,31,8,20,12,41
ENSG00000149273,12703.5,13002,12734.5,12963,10703.5,12927,10424,13779,9602,19610.5,13206,19730,9319,13381
ENSG00000137494,904.1667,777,936,610,801,746,676,660,847,553,500,775.5,736.1429,909
ENSG00000171204,2004.5,1686,1500,1150.5,1398.5,1415,1161.5,1751,1782.5,416,1507.5,1882,1359,1930
ENSG00000171202,705,650,650,528,675,611,561,731,678,263,673,1049,737,1012
ENSG00000150676,3,0,5,4,1,3,0,4,4,18,6,7,11,1
ENSG00000254445,0,4,1,0,1,3,0,0,5,0,4,0,3,6
ENSG00000149300,0,4,1,0,1,3,0,0,4,0,4,0,3,6
ENSG00000150764,362,251,221,172,264,287,165,206,267,142,131,312,282,367
ENSG00000150768,3439.5,3302.5,3155,2254.5,2394,2980,2287,2789,3310,1483,2445,2870,2675,3397
ENSG00000054967,34281,38337.6667,35690.8333,31016.8333,25494.5,40736.5,33028.5,38985.6667,29855,91563.8333,25695.5,46571.5,31892.5,42909.5
ENSG00000021300,60,78,147,42,41,92,106,67,100,221,49,90,54,95
ENSG00000175581,340,234,274,148,189,221,147,169,266,179.5,143,223,203,300.2222
ENSG00000175575,947,817,874,516,669,678.5,559,683,844,1298.5,510,533,583,783.3333
ENSG00000187726,14,16,11,8,5,2,4,6,5,52,5,6,2,7
ENSG00000150787,391,350,339,299,318,394,212,462,368,185,455,644,412,497
ENSG00000149294,1223,988.5,1279,657,942,1188.5,761.5,744.5,1134,1031.5,692,884,1003.5,1235.5
ENSG00000149292,431,332,410,275,297,300,251,267,390,387,360,396,223,346
ENSG00000170209,2,0,1,0,0,1,4,2,1,3,0,0,0,0
ENSG00000166736,0,2,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000109906,51,47,48,42,29,44.5,37,30,49,105,49,49,26,59
ENSG00000166741,1309,1481.5,1349,1312.5,1454,1970,1388,1169,1045,1963.25,1287,1648,1499,2017.5
ENSG00000076053,3204,2815,3061,2206,3375.3333,3507.5,3241,2347.5,3414.5,1360.0083,2717.5,3500.5,3749,4745.6667
ENSG00000214517,2579,2301,2897,1455,1637,1963,1768,1642,2287,1903,1500,1555,1737,2134
ENSG00000077514,2640,2096.5,2381,1659,2478,2335,2025,1700,2291,1420,1817,2507,2422.3333,2817
ENSG00000166439,12887,11423.5,12951,8065.5,10304,10391,9545.5,9373.5,11784,6923,8845,10073,10426,13226
ENSG00000118363,7292.6667,5864.1667,6218.5,4680.1667,6154.5,5946.3333,5250.5,5674.5,6556.5,2003.5,5449,7887.3333,7211.8333,8611.5
ENSG00000162139,12340.5,11331.5,11624,11219,13824,14385.5,11433.5,10729,10108.5,12338,11510.5,16775.5,12169.5,15409
ENSG00000214290,0,0,0,4,0,0,0,0,0,0,0,0,0,2
ENSG00000183644,2,0,1,0,0,0,0,0,0.5,0,4,4,1,3.125
ENSG00000204381,10,9,8,1,11,6,10,2,13,12,0,7,15,26
ENSG00000170145,7444,6317,7449.5,4326,5527,6587,5823.5,4958,6778.3333,7531.3,4489.5,5296.75,5869,7824.5
ENSG00000137720,177,153,160,73,132,122,94,110,183,53,104,114,150,261
ENSG00000110717,3878.5,3069.8333,3740.1667,1715,2287.5,3214,2639,2024,2750,5209,1312,1889,2400,3100.3333
ENSG00000151502,2240,2102,2311,1595.5,1558,2129,1565,1667,1824,2560,1113,1808,1656,2332
ENSG00000151498,1004,1086,947,690,708,767,756,1036.5,809,1095.5,684,881,641,1106
ENSG00000166105,5,2,1,0,0,4,5,2,4,10,0,6,3,0
ENSG00000149328,6,5,10,4,9,13,3,1,4,5,0,8,3,9
ENSG00000177951,5172.254,4390.5119,4613.6429,3155.2667,3366.25,4412.8333,3477.7083,3583.9667,3725.5456,7022.4746,2736.0333,3100.1583,2980.0929,4088.6679
ENSG00000142082,746,620,561,345,355,552,438,535,561,846,330,420,384,606
ENSG00000206013,0,1,4,2,1,0,0,4,4,7,7,5,0,2
ENSG00000149547,3180,2710,2930,1781,2526,2593,2065,2315,2794,1910,1914,2465.5,2365,2917
ENSG00000134910,7178,5936.5,6268,3643,5357,5904,4985,4443,6157,2808,3894,5384,5888,7453
ENSG00000149554,416,300,331,247,322,356.5,215.5,298.5,341,136,241,293,309,444
ENSG00000171053,2,0,2,5,0,0,0,0,4,5,0,0,0,0
ENSG00000236027,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000184545,157,181,253,657,434,822,415,141,159,541.5,561,658,511,550
ENSG00000205869,0,0,0,1,9,6,0,0,0,8,0,0,1,7
ENSG00000205867,0,0,0,0,0,2,0,3,0,0,0,0,0,0
ENSG00000196224,0,0,0.25,0,0,0,0,0,1.5,18,0,0,0,0
ENSG00000284779,118,84,142,42,53,140,40,42.5,102,72,28,50,61,126
ENSG00000129965,29,22,46,21,3,47,8,13,28,28,12,10,24,31
ENSG00000183734,102,145.5,105,109,38,66,73,118,121,173,63,119,44,104
ENSG00000177225,1891.5,1819,1642.1667,1355,1304,1957,1627,1841,1541.3333,6960.6667,1428,2287,1403.4,2271.5
ENSG00000184154,759,617,485,267,474,530,492,486,525,1239.6667,438,553,493.2,691.5
ENSG00000087365,30302.8333,25332.6667,29755.5,19422.8333,22546.5,30287.5,24459,18017.5,26040.5,31407.5,15581.5,24230.5,22173.5,30839.1667
ENSG00000175115,11684,10712.9,12964.6667,8270.5,9642.5,12822.3333,9945,7296.1667,10399,17560,6541,8542.5,9460,12957.5
ENSG00000174996,1459,1332.5,1568,1098,1052.5,1729,1161,1043.5,1268.5,2602,942,1233.5,1136,1504.5
ENSG00000174903,12246.5,10322,12318.5,7736.5,8656.8333,11895,9699.5,6881.5,10888.5,16116.5,5714.5,8729.8333,9417,12456.5
ENSG00000174871,21,17,24,11,17,11,9,25,12,69,12,14,13,29
ENSG00000196371,6112,6150,5095,4338.5,3993,4917,3839,6743.5,5378,7712,4385,5998,3937,4897
ENSG00000166025,124,78,135,58,96,147,79.5,98.5,103,99,62,117,83,119
ENSG00000186280,215,160,242,115,120,147,74,101,143,135,108,108,159,151
ENSG00000235268,3,4,6,0,0,9,0,6,1,0,0,13,4,0
ENSG00000166004,4251.5,3255,3781.5,1445,2586,2752,2206,2232.5,3475.5,1533.5,1931.5,2091,2565.5,3264.5
ENSG00000182919,2286.5,2003,2125,1311,1707,1813,1414,1958,2166.5,1696,1793,2074,1807,2244
ENSG00000284057,2222.5,1869.5,2116,1136.5,1698.5,1561,1562.6667,1305,2155,789,1183,1500,1760.5,2589
ENSG00000042429,3483,3304.5,3297,2249,2935,3195.5,2744,2798,3341.5,2335,2371,3395,2962.5,4448.5
ENSG00000181333,41,24,46,10,24,30,34,31,31,24,45,26,29,30
ENSG00000062282,421,344,311,278,252,269,194,284,222,279,183,228,183,243
ENSG00000198382,6308.8333,5962,6062.5,4866,5302.5,5251.5,3695,5542.5,5230,4522,4838,5834,4591.5,5143
ENSG00000179240,78,87,86,29,81,50,54,64,86,59.8333,44,43,37,83
ENSG00000183389,6,0,0,1,0.5,0,0,0.5,2,0.25,0,0,0,0
ENSG00000154127,4178.5,3751,4588.5,3061,4132,5526.5,5497,2824,3918,3653.5,2776,4500.5,4581,6530
ENSG00000109943,327,293,323,137,188,134,99,195,308,192,132,209,170.1667,220
ENSG00000109944,149,127,149,75,121,85,60,76.5,127,145,78,89,82.5,112
ENSG00000023171,1226,891,1081,602,657,662,560,815,906.3333,1323.6667,619,583,622,976
ENSG00000213934,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000239920,154,99,116,47,88.125,41.3333,55,79,119,235,46,29,63,84
ENSG00000180934,1,0,1,3,3,0,0,1,5,0,0,4,1,0
ENSG00000255307,1,2,1,0,0,0,1,4,0,8,0,1,0,2
ENSG00000051009,2508,2453,2494,1754,1855,2365,2050,2011,2131,3660,1442,1928.5,1748,2510.5
ENSG00000170955,323,315,354,302,190,368,258,278,213,947,186,338,197,264
