Gene,ENSG,logFC,logCPM,F,PValue,FDR
METTL1,ENSG00000037897,0.22867427967836373,4.9477720516538914,2.3718007847463056,0.14988160671092302,0.44429181822660224
DOK3,ENSG00000146094,-0.23539180772995488,6.679257656991562,2.3711388953193957,0.14993360482762214,0.44429181822660224
OTUD6B,ENSG00000155100,-0.2653349450940508,4.262191790972665,2.3707736112680666,0.14996231375693597,0.44429181822660224
TIMP3,ENSG00000100234,0.24512403183995712,4.8206224037003444,2.3706877440981384,0.14996906176304312,0.44429181822660224
NUP62,ENSG00000213024,0.2145245178580787,8.731445416999744,2.3703695417193518,0.1499940747777469,0.44429181822660224
CAPN14,ENSG00000214711,-1.1045799333814277,-2.791345058433971,2.369854760496802,0.15011647356470195,0.4444807905111659
MRPL53,ENSG00000204822,0.26003268682203745,4.007879145217994,2.368241466065639,0.15016150188052696,0.4444807905111659
PLAGL1,ENSG00000118495,0.21119157034387565,6.751089480226535,2.368178901310831,0.15016642479991943,0.4444807905111659
RCHY1,ENSG00000163743,-0.30568071126551744,3.7058458140241886,2.3679598044915746,0.15018368063195706,0.4444807905111659
ABHD11,ENSG00000106077,0.3490483475892423,1.0336360249370518,2.366653436562521,0.15028695746348222,0.4446622345962167
UBE2D3,ENSG00000109332,0.2235812637306998,8.692616934445358,2.366382839591672,0.1503079178223979,0.4446622345962167
ATP1B2,ENSG00000129244,1.2546842907275897,-3.310939659164409,2.3635205670819555,0.15038222145680955,0.4447889396458
LRRC57,ENSG00000180979,-0.25139645903169705,4.65433165462153,2.364603951481732,0.15044822538115377,0.44489104856381356
COL5A3,ENSG00000080573,-0.25980470531835387,5.583784186035478,2.3628342383211107,0.150587971597898,0.44510187062996925
PPP1R18,ENSG00000146112,0.2285738035267632,9.76930469610832,2.3624730709338917,0.15061651136148546,0.44510187062996925
TES,ENSG00000135269,-0.2296981031230148,4.594082261732676,2.361914096670569,0.1506606972960931,0.44510187062996925
GPN3,ENSG00000111231,-0.4022956514448218,2.802870718356168,2.361765985693814,0.1506724227898056,0.44510187062996925
PNRC1,ENSG00000146278,0.22867659652808878,10.807155295778546,2.3617079024751737,0.1506769989452146,0.44510187062996925
GNA13,ENSG00000120063,0.20568964665480716,7.652062010907402,2.3608007559505517,0.15074874991101947,0.445211176870013
GLRX2,ENSG00000023572,-0.31480215613693124,2.95030153409534,2.3602416547840264,0.15079300667989393,0.445211176870013
RNASEH2C,ENSG00000172922,-0.29820717363281285,3.9402949557264066,2.3600456315901677,0.1508085128557,0.445211176870013
PDE7A,ENSG00000205268,-0.2630446634622948,3.158584479913444,2.358793557126136,0.15090767302962227,0.44541086784766537
PLOD1,ENSG00000083444,0.23047846111048814,6.254591353537268,2.358116179518126,0.15096134049715532,0.44547622967337624
ZNF385C,ENSG00000187595,-0.7861644605236743,-2.1173695697220336,2.3564936535605385,0.15113390502394675,0.44578022754492835
TRAPPC10,ENSG00000160218,0.22318770774184196,7.192847862799912,2.35544790068595,0.15117301619735543,0.44578022754492835
MYBPC3,ENSG00000134571,-0.33419673251773385,1.4534328880672136,2.3553684798506365,0.151179565405503,0.44578022754492835
UBAP1,ENSG00000165006,0.23814407689849618,6.232282163467925,2.354918113232628,0.15121508924663438,0.44578022754492835
GUCA1B,ENSG00000112599,-0.5159737230744409,-0.25951777112397395,2.354852472571815,0.15122207832227472,0.44578022754492835
SGK2,ENSG00000101049,-0.9798462000231333,-2.6839057154290935,2.355116344435964,0.15129376852450413,0.4458985478182049
DBR1,ENSG00000138231,-0.2698180353777721,3.753777847671106,2.352201025277948,0.15143110322480183,0.4459948225334879
RASL10B,ENSG00000270885,0.8708108441134659,-2.1636534305047737,2.3526991640295134,0.15144207284080624,0.4459948225334879
AGTRAP,ENSG00000177674,-0.21098001694767804,5.486659138609717,2.3516044386892823,0.15147858058516206,0.4459948225334879
ARMC1,ENSG00000104442,-0.28977363892392416,3.8183014389786067,2.351588103662938,0.15147988442269317,0.4459948225334879
SLC16A7,ENSG00000118596,-0.226136968724957,4.707207105346335,2.351533471822575,0.15148423069351413,0.4459948225334879
TNFSF18,ENSG00000120337,0.8865990656945895,-2.3071217188422546,2.351032578200468,0.15158695480303686,0.44615237543810127
WDR43,ENSG00000163811,-0.24451291954676335,5.0762568436397615,2.3500688143614337,0.15160088500238908,0.44615237543810127
PLCD1,ENSG00000187091,-0.2537657206404977,3.6844034446971583,2.348016025163473,0.1517645776942671,0.44637241129110117
PAAF1,ENSG00000175575,-0.2665820610596333,2.8410347301396226,2.3477695430952195,0.15178425752183705,0.44637241129110117
ZNF112,ENSG00000062370,-0.34533919758228004,1.3222345773437583,2.347746459100629,0.1517863621298974,0.44637241129110117
NPRL2,ENSG00000114388,-0.2854348220181592,2.576533467110072,2.34752875951135,0.15180351412010754,0.44637241129110117
SCGB2B2,ENSG00000205209,-0.45095109083118123,0.27874490356866705,2.3471619551193763,0.15183358201785474,0.44637241129110117
PHRF1,ENSG00000070047,0.20977202752734897,6.682723864624497,2.346212372041596,0.15190858047009637,0.44650001231351955
RPL29,ENSG00000162244,0.29100349548976256,7.0682886802736675,2.345189228925561,0.15199034714708168,0.4466474497572382
NUDT9,ENSG00000170502,-0.23611639807711773,4.141351973376111,2.343732826986662,0.1521068371776909,0.4467316569021936
ZNF563,ENSG00000188868,-0.3906156693651683,1.375192293224165,2.343602728488746,0.1521175015086624,0.4467316569021936
DHRS13,ENSG00000167536,0.23237834007622507,4.904373053547223,2.343590838922057,0.15211819827907197,0.4467316569021936
KYAT1,ENSG00000286112,-0.24049552651456638,4.279678471337314,2.342764687905227,0.15218433411055488,0.4467316569021936
NBDY,ENSG00000204272,0.22731718124665456,5.511621195327585,2.342521597019456,0.15220379918309285,0.4467316569021936
IL2RB,ENSG00000100385,0.284023554176721,2.6023776403218926,2.3424614319375987,0.15220867025078277,0.4467316569021936
SPACA9,ENSG00000165698,0.528612043329485,-0.8523605547388743,2.3409012561317777,0.1523374077237088,0.44698722757079545
SPTAN1,ENSG00000197694,0.22560529982495192,8.812337804529976,2.3405848510767955,0.15235900617099646,0.44698722757079545
DPH7,ENSG00000148399,-0.29934917478207723,2.8847000945447814,2.340030531635052,0.1524034794922144,0.44702490082689367
GRK5,ENSG00000198873,-0.384478790435914,0.4292790531838671,2.339166355228425,0.1524735140769106,0.44713751835129706
IFITM10,ENSG00000244242,0.2909908168630094,2.1846248923264566,2.3385443209309846,0.1525228787619245,0.44718948602977526
GOLGA6L10,ENSG00000278662,-0.33019030748452055,1.4199890699101487,2.337639936133945,0.15259563886358313,0.44731001211785043
FDXR,ENSG00000161513,-0.3442521359254464,2.465059072097449,2.3366167772590534,0.15267768500475348,0.4473925458758732
GSTO2,ENSG00000065621,-1.104661715107865,-2.6482299278603874,2.337308144120519,0.15271146067290806,0.4473925458758732
RPL41,ENSG00000229117,0.28175842614204083,6.867639012454318,2.335583829652647,0.1527607068000804,0.4473925458758732
DUT,ENSG00000128951,-0.4121707937340461,2.689835648097619,2.33555795689746,0.15276283985033748,0.4473925458758732
FZR1,ENSG00000105325,0.2486532078050784,4.856827459401978,2.3353181553167515,0.15278208508328361,0.4473925458758732
SMC2,ENSG00000136824,-0.28333567108850854,3.681312321522234,2.3347037581491237,0.1528315407023687,0.44744465158605234
SLC35F2,ENSG00000110660,-0.27326948408372487,2.6587999513083362,2.3326608119033474,0.1529961667939338,0.4478338502758642
TRGV4,ENSG00000211698,-1.3385238033051956,-3.4264781052881146,2.3278983599092813,0.15303608111282063,0.4478579205397352
DNM1L,ENSG00000087470,0.21003449474014488,6.735050456009556,2.330907818873355,0.15313751520529903,0.4480619803066845
CUL5,ENSG00000166266,-0.2179805007831473,5.635283901386269,2.329413715167326,0.15325816334692025,0.4482818307880188
FAM83D,ENSG00000101447,-0.6813066522185812,-1.296527903071883,2.329037836881995,0.1532965342241551,0.4482818307880188
NOMO1,ENSG00000103512,0.2083010045765643,6.519012997222113,2.328799218192014,0.15330781829878962,0.4482818307880188
RBMS1,ENSG00000153250,0.21813379748895237,8.18732984007473,2.328071188982473,0.15336667387068587,0.44836115745563354
CORO7,ENSG00000262246,0.2251438560408323,6.239882944352503,2.3272818044559034,0.15343052210186572,0.44841071130770366
QTRT2,ENSG00000151576,-0.2471486281698331,4.744749376881892,2.3270771135373605,0.1534470846224211,0.44841071130770366
CLP1,ENSG00000172409,-0.289600333594539,3.3935301663813138,2.326424330070699,0.15349992258146963,0.4484718527660153
SHARPIN,ENSG00000179526,0.2477744710398911,4.136548802877442,2.3260345365559205,0.15353147634319148,0.4484718527660153
UBE2L6,ENSG00000156587,-0.23732071875991706,7.344517343804661,2.3254435704922427,0.15357933516737965,0.4484723863666308
LANCL1,ENSG00000115365,-0.2462898995634983,4.052089333450523,2.3252486527937264,0.1535951280791461,0.4484723863666308
CS,ENSG00000062485,0.22261381148975778,7.338663864409636,2.324623497895379,0.15364578264824705,0.44847826431236193
ZSWIM5,ENSG00000162415,-0.6986507776100377,-1.8040246816971546,2.3247105581085274,0.15366061108126639,0.44847826431236193
MB21D2,ENSG00000180611,0.2351930763511933,4.364019154713261,2.322133259208365,0.15384778267383006,0.4488180893726003
RALGAPB,ENSG00000170471,0.20255717256411016,6.541179946873963,2.3219602030187327,0.1538618311068931,0.4488180893726003
DAZAP2,ENSG00000183283,0.20784840376543232,7.930221796118065,2.3217465635154757,0.15387917829446093,0.4488180893726003
ANO6,ENSG00000177119,0.21001489917168056,7.7795038163557315,2.3214399387160243,0.15390408017970714,0.4488180893726003
ZNF708,ENSG00000182141,-0.2559651831833589,4.135352105726735,2.3204396900786235,0.15398535120204085,0.44896244753192516
TNFSF13B,ENSG00000102524,-0.21803635982109845,6.916634977465994,2.319983632542629,0.15402242076915773,0.4489778981661999
ACP3,ENSG00000014257,0.3011044460780123,2.218700806299068,2.3183476618053436,0.1541556280605338,0.4492492150465089
ZSCAN26,ENSG00000197062,-0.25453670562238584,3.9029652486036133,2.318058051848298,0.15417907535915426,0.4492492150465089
DHX32,ENSG00000089876,-0.25670416592753914,3.1645803858722026,2.3151682187585325,0.1544145563652993,0.44984261194689956
DPY19L4,ENSG00000156162,-0.3368287603066151,3.4055280738221745,2.3147707270672604,0.15444697858964426,0.44984433252861766
CERCAM,ENSG00000167123,0.3318019070073498,1.820662431537763,2.31176303299322,0.15469278673558162,0.4504674350190067
ARL2-SNX15,ENSG00000273003,0.24596574751513592,4.628782413589339,2.310569098889213,0.15479024304729197,0.45058317054302716
HDHD5,ENSG00000069998,-0.2598879813432391,3.6401750829371067,2.310243177430163,0.1548169147012276,0.45058317054302716
BEX4,ENSG00000102409,0.24452083831972227,4.683235813959719,2.3101054427195016,0.15482818257549816,0.45058317054302716
SOCS3,ENSG00000184557,0.307621335523037,10.410795559482855,2.309157633962525,0.15490577451423312,0.45061029162897
MGRN1,ENSG00000102858,0.20695480096397187,7.167934871738695,2.3090796029328313,0.1549121648156165,0.45061029162897
GYS1,ENSG00000104812,0.23413041331309478,7.239726290993021,2.3080203246509807,0.15499894631641087,0.45061029162897
CCNJ,ENSG00000107443,-0.2669004464858687,3.661868618374862,2.3080112869652543,0.15499969173134748,0.45061029162897
C6orf132,ENSG00000188112,0.5345420407047503,-0.8458546015302726,2.307598477457085,0.15503735022631615,0.45061029162897
GTF3C6,ENSG00000155115,0.30071412173029977,4.92539324351668,2.3072800180280466,0.15505963341171047,0.45061029162897
SDK2,ENSG00000069188,-0.57647963202065,-1.1343900360732326,2.3073383863734667,0.15506070253266918,0.45061029162897
LSM10,ENSG00000181817,-0.23975942612088555,3.8273017700230283,2.3063958866871976,0.15513215211205475,0.45065610098557307
NWD2,ENSG00000174145,1.163842768107358,-3.1451299876384726,2.3058415061052733,0.1551680290750119,0.45065610098557307
CSNK2B,ENSG00000204435,0.30757434451758847,6.074526521076059,2.305887773641111,0.15517384298453224,0.45065610098557307
PPP6R1,ENSG00000105063,0.23096417444801814,6.7287737379510615,2.3055200975265775,0.1552040223249918,0.45065610098557307
USP25,ENSG00000155313,-0.20916056930849228,5.493797973321956,2.3046585346334822,0.15527477024186115,0.45076890983113843
CEP20,ENSG00000133393,-0.23061470537739862,4.789580198224985,2.3034286447440913,0.15537583467298985,0.4509696643250549
SREK1,ENSG00000153914,-0.24060583548865297,6.371531781353524,2.301940880588778,0.15549819943222332,0.451232146689154
B3GALT9,ENSG00000214654,-0.3751435513190833,1.7262913908868325,2.301149149277367,0.15556356387478812,0.4513291489793689
SNIP1,ENSG00000163877,0.22551206450455064,4.535135795061071,2.3003059965380857,0.15563280765257678,0.45143736406942014
CHMP2A,ENSG00000130724,0.22712483827912278,5.549012267638615,2.2994313823699035,0.15570487795787535,0.45147788125794763
PPP1CC,ENSG00000186298,-0.2643294557525373,5.4042459038319635,2.299361112822317,0.15571067034044983,0.45147788125794763
PLAG1,ENSG00000181690,-0.4450373892771278,0.28335293541034307,2.298888763361606,0.15575044370132213,0.4515005682845301
NVL,ENSG00000143748,-0.2621369491310218,3.4805427872960344,2.2981254738815764,0.15581257413428506,0.4515880429995317
LARP1,ENSG00000155506,-0.20785999396398405,8.745558018050161,2.296484901414422,0.1559479900256182,0.45184253478443875
DPP4,ENSG00000197635,-0.23376714216297872,5.5695513072977985,2.295544324979036,0.15602569813271364,0.45184253478443875
MPP1,ENSG00000130830,0.20497084409467953,6.723089946743474,2.295257361701342,0.1560494157414093,0.45184253478443875
B3GNTL1,ENSG00000175711,-0.3397116450991025,1.5814669511728598,2.294579150877797,0.1561057142139973,0.45184253478443875
MYO1E,ENSG00000157483,-0.20759947045164254,5.76046446629305,2.294484009295805,0.15611335725656159,0.45184253478443875
PRUNE1,ENSG00000143363,-0.2704949884670917,3.198241500159997,2.294025945653643,0.15615125480395928,0.45184253478443875
LHPP,ENSG00000107902,0.2831967944855877,2.7687073915808065,2.2939997973493935,0.15615342547186206,0.45184253478443875
NR2C2AP,ENSG00000184162,-0.37872446662072484,1.2752257331662267,2.293969957712895,0.15615616613976782,0.45184253478443875
RPS6KA3,ENSG00000177189,0.2089556301643216,7.198287967055542,2.292714249877833,0.15625980711177823,0.4519850686556191
MR1,ENSG00000153029,-0.21243027260481331,7.213265255599336,2.29259849770295,0.15626939183776925,0.4519850686556191
TGIF2,ENSG00000118707,-0.2577200085736135,5.300632782913569,2.2888897264456265,0.15657688808909193,0.45278178483221754
TBL1X,ENSG00000101849,0.21893166631752142,5.411800940573067,2.2877434744521206,0.15667207953958562,0.4528301818778532
RGCC,ENSG00000102760,0.29548938916138306,2.507479609917297,2.2877050844768263,0.15667532431172973,0.4528301818778532
COMMD3-BMI1,ENSG00000269897,-0.31867395862990844,3.5599225305687536,2.2872333147356056,0.15671447495401583,0.4528301818778532
COL6A2,ENSG00000142173,0.26900665712808114,2.681154178401545,2.286870160503477,0.15674470408061258,0.4528301818778532
YIPF6,ENSG00000181704,-0.2591504259014242,4.730743705061739,2.286759680975883,0.1567538387876067,0.4528301818778532
HYOU1,ENSG00000149428,0.20844310429101404,7.5523399968013765,2.2853561181200535,0.15687057518186576,0.4530747942918714
BIVM,ENSG00000134897,-0.2781478117985657,3.1810603308616088,2.284802859763671,0.15691663055763336,0.453115206996419
ARMH4,ENSG00000139971,-0.4803605991531901,0.08876045025654786,2.2835084203521636,0.15702551091250497,0.45333698063646993
NPHP3-ACAD11,ENSG00000274810,-0.22179640881090043,4.642863245811125,2.282397450934837,0.15711701698213146,0.453508513887149
EIF2S2,ENSG00000125977,0.23763055196019706,6.3760616161054475,2.280979339060015,0.1572353109724599,0.45375728296156903
LUC7L2,ENSG00000146963,0.2034392850848579,6.440438778588459,2.2804330995380577,0.15728090696030894,0.45376907452859844
CLUH,ENSG00000132361,0.22235054159804238,5.743574728187033,2.2801611268409445,0.15730361563229578,0.45376907452859844
PIH1D2,ENSG00000150773,0.4187032551854287,0.29967329165480483,2.278392485805266,0.1574522005757058,0.45397123272043427
RBBP6,ENSG00000122257,0.21963999646273555,6.040504590449453,2.278331705311487,0.15745647230942994,0.45397123272043427
APBB2,ENSG00000163697,0.29541168020742903,3.3093738559120744,2.2781692049531355,0.15747006671352737,0.45397123272043427
ABHD5,ENSG00000011198,-0.2466216539639039,3.6004654163532543,2.276891876389232,0.15757691442578586,0.4540992258850772
TMEM107,ENSG00000179029,-0.385503070366684,2.0236143014730974,2.2766780961782254,0.15759494353787074,0.4540992258850772
RAB40A,ENSG00000172476,-0.8616993322589623,-2.309645833454976,2.2772427072534303,0.15761086208366146,0.4540992258850772
BUB3,ENSG00000154473,0.22162784436300584,5.507988401345811,2.2731266538197556,0.15789241182660813,0.45481768526979743
KREMEN1,ENSG00000183762,0.2694155192992867,2.929894916118825,2.2725317172685595,0.15794235000996473,0.4548688180845367
PMF1,ENSG00000160783,0.2310342000912507,4.504190841338225,2.2715353850621587,0.15802599247600163,0.4549879146010984
MORF4L2,ENSG00000123562,0.21951483645204628,6.481053768856916,2.2709388180097902,0.1580761071013493,0.4549879146010984
HNRNPM,ENSG00000099783,0.22462390448950698,7.401342982313395,2.2708890339556516,0.15808029017063352,0.4549879146010984
TTC9,ENSG00000133985,0.6754197718957375,-1.6999948430064296,2.268313624874311,0.15831404673027274,0.45546336349947125
RFC2,ENSG00000049541,0.2538650159037295,3.5120706881091164,2.267819061983845,0.15833852421418762,0.45546336349947125
